Date,Word,Count
2024-01-07,man,       1
2024-01-22,man,       1
2024-02-06,man,       1
2024-02-21,man,       1
2024-03-07,man,       1
2024-03-22,man,       1
2024-04-06,man,       1
2024-04-21,man,       1
2024-05-06,man,       1
2024-05-21,man,       1
